avg_temp,max_temp,min_temp,mean_wind_speed,max_sus_wind_speed,crime_count
43.8,51.8,39.2,9,14,1286
42.2,44.6,41,7.8,11.1,1268
47.5,57.2,39.2,7.5,9.9,1372
51.8,55.4,44.6,13.2,16.9,1177
40.7,44.6,39.2,19.7,26,1352
36.5,37.4,35.6,15.6,20,1319
36.8,39.2,32,12.2,16.9,1139
38.7,46.4,33.8,11.7,15,1274
47.2,53.6,37.4,12,15,1292
50.5,55.4,46.4,9.5,12,1309
43.7,50,39.2,15.9,29.9,1154
38,41,35.6,13.7,20,1341
41,48.2,33.8,12.2,15.9,1213
38.6,42.8,32,9.7,15,1090
30.4,33.8,26.6,9.4,14,1196
30.7,32,30.2,9,13,1142
29.4,32,23,9.6,11.1,1219
28.9,33.8,23,10.4,14,843
41.5,48.2,33.8,14.2,20,1108
33.7,44.6,26.6,17,22.9,1098
25,35.6,19.4,15.7,20,1270
34.2,37.4,23,14,25.1,1172
24.8,30.2,21.2,12.5,25.1,1117
23,24.8,21.2,6.1,8,1168
22.6,26.6,19.4,10.6,16.9,1156
22.8,32,15.8,13.8,20,1282
36.6,42.8,30.2,14.5,21,1207
29.8,39.2,26.6,13.2,16.9,1065
27.5,33.8,23,10.3,14,1257
37.6,46.4,28.4,10.1,15,1305
39.3,44.6,32,8.4,12,1278
37.5,41,33.8,10.2,14,1344
37.3,39.2,35.6,9.4,14,1458
36.2,39.2,33.8,12.4,15,1253
38.8,42.8,33.8,12.5,16.9,1245
33.8,37.4,32,18.6,25.1,1245
33.6,35.6,32,18.9,21,1282
46,51.8,33.8,17.4,22,1184
45.9,53.6,42.8,13,20,1320
36.6,42.8,33.8,17.5,20,1364
34.5,37.4,30.2,16.4,25.1,1282
32,35.6,28.4,18.2,26,1149
31.8,35.6,28.4,16,22,1148
31.4,33.8,26.6,11.6,20,1058
30.4,32,28.4,14.5,25.1,803
27.6,32,24.8,12.6,15,950
27.8,35.6,23,11.4,15,1076
32.8,35.6,30.2,10.3,15,1164
35.3,39.2,32,10.3,15,1094
48.6,59,35.6,15.3,20,1281
39.8,55.4,33.8,9.6,20,1195
33.4,35.6,32,19.5,25.1,2026
30.5,32,30.2,14.4,25.1,1170
32.1,35.6,21.2,9.8,15,1298
31.5,35.6,24.8,9.3,14,1197
33.5,35.6,30.2,6.7,9.9,1149
34.1,35.6,32,12.1,21,1261
36.3,44.6,30.2,18.8,25.1,1202
49,57.2,41,16.3,20,1318
42.6,51.8,39.2,14,16.9,1317
26.7,37.4,21.2,16.8,20,1232
17.8,23,12.2,17.1,25.1,1103
22.9,33.8,15.8,12.5,19,1055
25.6,32,21.2,13,20,1180
19.9,24.8,15.8,12.8,18.1,1153
16.6,24.8,8.6,13.3,20,1214
24.1,28.4,19.4,10.2,15,1212
22.1,26.6,15.8,12.5,18.1,1260
18.2,23,10.4,12.5,20,1100
17.8,26.6,6.8,13.9,18.1,979
21.6,30.2,15.8,10.5,15,1118
17.6,21.2,12.2,10.1,13,1124
14.6,17.6,10.4,11.2,15.9,1125
9.2,15.8,1.4,13.6,20,1028
13.2,17.6,6.8,13,15,1171
24.9,35.6,15.8,13.2,22,1120
17.2,33.8,10.4,14,20,877
14,17.6,8.6,11.6,19,1104
26.2,32,17.6,10.3,22.9,1122
28.7,30.2,26.6,12,15.9,1115
27.8,30.2,26.6,9.1,16.9,1195
34.8,37.4,30.2,11.3,15,1187
34.8,37.4,33.8,7.8,12,1411
35.3,35.6,33.8,8.1,11.1,1154
36.7,44.6,35.6,8.8,14,1199
28,41,19.4,15.2,20,1109
18.3,26.6,12.2,11.4,16.9,1136
30.4,35.6,26.6,10.8,16.9,1206
18.8,26.6,12.2,12,16.9,1160
22.2,32,14,14.9,21,1027
21.3,32,10.4,11.7,20,1021
26.1,30.2,19.4,11.6,15,1220
19.5,33.8,10.4,14.2,20,1084
18.6,33.8,8.6,16.7,22.9,992
25.5,33.8,17.6,11.9,15,1177
32.1,33.8,26.6,9.9,15,1256
27.4,33.8,24.8,23.9,28.9,1072
23,24.8,21.2,22,25.1,1083
26.6,28.4,24.8,12.9,22,1070
31.5,37.4,26.6,11.7,18.1,1210
34.2,42.8,28.4,10.5,16.9,1236
42.1,50,32,13.6,16.9,1249
39.3,44.6,33.8,7.2,9.9,1335
34.4,39.2,30.2,21.2,35,1121
24.7,30.2,17.6,17.9,35,1091
21.8,24.8,17.6,12.8,20,1131
15.1,19.4,6.8,9.9,20,1053
23.1,28.4,17.6,8.6,14,1223
26.6,30.2,21.2,9,12,1205
31.4,37.4,26.6,6.9,8.9,1278
34.9,39.2,32,7.8,9.9,1461
27.2,35.6,19.4,16.5,25.1,1057
20.2,26.6,14,12.1,15,1238
32.5,33.8,28.4,9.1,14,1145
26.3,30.2,24.8,17.3,25.1,1004
26.4,32,21.2,9.7,15,1119
32.2,39.2,24.8,9.9,15,1351
35.4,46.4,26.6,10.9,25.1,1150
15.3,23,10.4,13.7,16.9,965
15.7,24.8,8.6,13.2,25.1,1201
32.8,46.4,19.4,12.5,20,1319
40.6,44.6,35.6,11.3,15,1335
33.9,35.6,32,17.7,27,1312
41.7,55.4,32,12,14,1455
47.2,55.4,37.4,9.5,13,1341
57.8,68,48.2,10.8,15,1255
57.4,62.6,48.2,7.1,12,1324
44.6,51.8,41,17.9,23.9,1252
40.4,44.6,37.4,18.3,22,1283
50.3,55.4,42.8,6.7,9.9,1195
47.2,53.6,42.8,13.1,19,1261
43.8,48.2,41,9.4,16.9,1210
49.6,53.6,41,7.2,9.9,1285
62.9,75.2,46.4,13.1,22.9,1201
52.2,68,44.6,8,20,1362
48.1,57.2,44.6,8.5,14,1330
48.6,59,41,9.4,16.9,1405
54.7,64.4,42.8,14,20,1171
38.4,41,35.6,13,18.1,1177
37.1,42.8,26.6,10.1,15,1180
43.3,50,35.6,9.8,15.9,1306
60.5,78.8,48.2,12.5,20,1611
46.7,55.4,42.8,11.7,20,1356
43.5,48.2,41,12,20,1290
42.1,44.6,41,9.9,15.9,1248
26.9,33.3,22.6,5.9,7,1002
28.3,35.6,21.6,7.7,13.6,1056
27.6,34.2,22.3,5.3,8,1133
28.2,29.8,25.2,4.3,9.7,1212
27.2,33.6,20.7,9.3,13.6,945
32.4,34.7,30.6,13.5,33,1120
29.4,32,26.4,21.9,33,1175
33.3,36.1,32,20.2,31.1,1413
34.7,36.1,32.4,15.9,33,1184
30.6,32.5,28.9,17.5,31.1,1251
30.7,32.9,28.6,19.3,25.3,1145
30.7,31.8,28.2,6.9,15.5,941
32.9,34.3,31.8,7,19.4,1020
35,42.8,28.8,9.1,21.4,1182
43.4,49.8,38.7,18,23.3,1128
52.3,57.7,37.4,16.3,27.2,1228
41.3,52.5,35.4,16.3,35,1315
52,65.1,40.8,19.2,36.9,1268
48.2,62.8,37.8,16,27.2,1115
50,64.4,38.7,20.4,40.8,1052
34.1,41.2,27.9,26.9,35,1101
33.8,39.2,27.5,13.3,19.4,1318
36,37,34.3,18.8,36.9,1227
34,35.4,32.4,26.3,36.9,1349
31.7,33.1,29.1,17.7,25.3,1114
33.1,36.5,30.7,11.3,23.3,1051
33.7,35.8,32,21.8,36.9,1059
30.6,35.6,27.5,38.4,42.7,1115
33.5,44.8,27.5,15.5,38.9,1244
37.3,42.8,33.6,10.4,21.4,1234
34.3,36.9,31.5,13.2,27.2,1313
35.6,37.9,33.1,15.5,35,1081
36.9,39,35.2,8.9,15.5,1182
39.5,49.5,32.4,9.2,23.3,1204
39.8,41.4,38.5,19,23.3,1229
40.5,43.5,38.8,4.6,15.5,1316
52.5,69.1,41.9,15.1,29.1,1296
63.7,69.4,56.8,28.9,46.6,1308
45.6,52.3,39.7,17.9,35,1367
45.1,59.7,38.5,18.1,31.1,1065
50,58.1,41,18.2,29.1,1184
46.2,55.8,38.3,15.1,27.2,1365
45.6,54.1,40.3,9.7,23.3,1202
49.3,56.7,45.1,9.1,21.4,1245
48.2,55.4,39,22.1,48.6,1234
35.5,37.8,33.1,31.8,44.7,1150
38.2,46,32.7,6.9,17.5,1111
51.7,68.4,42.8,11.7,23.3,1144
62.5,73.8,53.4,18.6,42.7,1270
68.2,75.6,63,23,36.9,1204
66.3,77.7,57,10.7,23.3,1259
68.8,77.9,54,13.5,25.3,1292
56.6,76.6,48.6,15.3,25.3,1311
50.7,58.6,46,17.3,42.7,924
46.3,50.4,44.4,30.7,40.8,1158
48.5,54,45,15.9,23.3,1279
54.4,60.1,50.4,10.6,19.4,1301
59.8,64.8,54.5,5.8,21.4,1285
62.2,70.3,53.8,6.4,15.5,1327
60.8,68,54.9,8.6,21.4,1259
55.8,69.3,49.3,9.3,27.2,1140
52.2,64.2,44.4,9.3,19.4,1221
46,65.5,37.9,31.6,52.4,1175
47.4,62.8,38.1,10,31.1,1202
53.5,63.5,47.3,12,23.3,1276
50.5,57,45.3,15.3,23.3,1312
55.6,60.4,52.2,17.1,23.3,1189
56.8,60.4,53.2,28.9,38.9,1024
56.4,59,54.3,20.6,35,1459
57.3,63,54.7,6.1,21.4,1213
62.6,73.4,55.2,9.6,21.4,1376
59.6,68.5,53.6,9.5,17.5,1243
54.8,61.3,48.6,9.8,21.4,1425
48,49.6,45.9,12.5,19.4,1183
53.7,62.8,47.5,8,21.4,1081
61.8,73,53.8,12.8,21.4,1276
66.9,72.7,59,17.2,29.1,1293
65,70.7,61,10,19.4,1334
53.9,61.2,46,18.6,27.2,1140
40.8,45.3,37.4,16.2,23.3,1327
45.3,47.7,43.7,8.5,13.6,1201
46.5,50,43,9.1,17.5,1161
48.8,52.5,44.4,25.2,33,1272
51.4,55.2,47.5,12.5,25.3,1348
57.5,71.6,50.7,5.7,29.1,1245
50.9,54,48.2,9,27.2,1277
51.1,52.5,48.2,9.1,19.4,1288
55.8,71.4,44.2,7.6,17.5,1249
53.5,70.7,46.2,18.9,27.2,1138
47.5,51.1,42.8,10,21.4,1210
55.6,66.2,46.8,10.1,17.5,1270
64.1,76.6,57.4,14.6,23.3,1263
69.4,74.8,65.7,17,25.3,1325
64.2,71.1,55.4,5.5,15.5,1396
64.3,72.5,59.5,5.1,15.5,1356
80.7,91.9,66.9,16.4,27.2,1250
81.2,91.4,74.3,12.4,19.4,1220
76.9,86.2,68.2,10.1,17.5,1421
63.8,70,61.2,19.9,27.2,1373
61.2,64.8,59,13.4,21.4,1484
62.4,65.3,59.7,8.5,23.3,1310
60.9,63.7,59.2,10.8,25.3,1355
61.6,67.1,56.8,12.9,17.5,1194
62.9,67.8,57.6,7.1,17.5,1259
71.2,81.1,63.1,12.9,31.1,1251
69.5,79.3,62.6,15.1,23.3,1334
65.5,74.1,61.7,11.5,19.4,1298
61.9,73.4,57,22.2,33,1335
54.9,58.6,51.1,21.1,31.1,1254
56.9,59.4,55,20.2,25.3,1204
57.4,59.5,55.2,19.3,23.3,1259
58.4,61.7,55.4,10.7,19.4,1259
62.5,65.5,59,4.6,15.5,1351
68.6,81.7,62.2,6.1,11.7,1273
79.9,89.2,74.3,17.1,29.1,1391
82.1,90.7,73,19,29.1,1324
76.2,89.2,70.7,18.7,42.7,1272
76.4,86,68.7,11.6,23.3,1267
69.8,80.2,63.9,8.7,19.4,1347
76.8,87.8,68.4,12.5,23.3,1315
75.2,83.5,68.4,4.5,15.5,1349
65.1,74.5,61.3,19.2,31.1,1360
63.1,68.2,58.8,10.6,25.3,1161
66.5,69.3,65.1,7.7,19.4,1252
63.7,65.8,62.4,19.8,33,1270
66.6,74.7,61.9,8.4,21.4,1214
69.2,76.8,61.7,7,21.4,1348
64.8,71.2,58.8,4.7,13.6,1228
70.1,79.7,62.8,8,19.4,1293
77.7,89.8,69.1,14.6,29.1,1536
81.3,87.8,76.6,13.4,33,1285
75,85.1,69.4,4,13.6,1306
72.9,81.9,68.5,15.1,27.2,1283
66.7,68.5,64.4,12.3,19.4,1373
67.1,70,61.7,9.6,21.4,1225
68.6,74.8,62.4,6.2,15.5,1397
73.6,81,67.1,10.1,15.5,1322
66.6,69.3,65.5,16.1,21.4,1358
70.1,76.3,65.8,6.4,15.5,1180
69,72.7,67.5,10.9,19.4,1312
70.5,75.7,67.1,8.8,15.5,1392
76,81.7,70.3,7.6,17.5,1333
79.2,86.4,74.1,5,13.6,1358
83.8,90.9,76.1,8.7,25.3,1268
84.2,91.6,76.6,15.9,29.1,1367
77.3,88.9,72.3,15.5,27.2,1464
78,86.7,72.7,8.6,15.5,1341
77,85.1,70.7,11.5,33,1279
72.5,74.8,68.2,13.6,27.2,1384
69.9,74.3,67.6,20.1,29.1,1358
69.9,73.8,64,5.2,17.5,1277
76.7,86,69.6,16.1,35,1405
80.5,87.8,73.9,15.5,25.3,1415
79.1,85.8,74.1,16.3,21.4,1462
77.6,84.6,70.2,7.2,19.4,1375
76.2,89.2,70.5,10.1,21.4,1306
81.7,89.4,75.6,6.5,15.5,1342
81.6,88.9,74.8,12.3,25.3,1289
85,95.2,78.3,13.2,23.3,1234
87.2,93.4,79.7,15.2,27.2,1483
86.6,92.8,80.1,19.9,31.1,1273
74.2,89.6,68.7,9.6,21.4,1354
73.7,79.9,67.8,7,17.5,1376
76.6,84,70.9,6.2,17.5,1373
76.7,82.6,71.2,9.1,27.2,1321
77,83.5,73.9,8.4,23.3,1308
72.4,74.7,69.6,16.5,21.4,1357
73.9,80.4,69.6,9.3,15.5,1273
74.9,80.1,72.7,6.9,17.5,1299
71.2,74.5,66.9,17.8,31.1,1423
69.6,73.4,65.8,15.5,21.4,1339
70.7,75.6,64,8.4,15.5,1249
75.2,80.8,72.1,11.2,17.5,1256
70.2,74.1,63.9,7.9,17.5,1290
70.9,74.7,66.2,7.8,19.4,1237
72.1,77.5,66,7.6,17.5,1274
75,79.5,72.3,3.4,19.4,1280
74,78.6,70.5,5.7,15.5,1303
70.1,72.1,68.4,18,35,1303
68.2,74.5,61.7,7.2,19.4,1312
72.7,80.6,64.8,6.7,15.5,1223
75.9,84.4,68.2,6.2,17.5,1302
73.3,82.4,67.1,7.9,14,1288
75,80.8,69.3,6.5,13,1341
75.7,79.3,71.8,5.8,9.9,1339
72.7,75.6,70.9,5.7,12,1242
69.7,71.6,64,10.4,22.9,1237
66.3,68,64,13.1,19,1229
68.5,71.2,66.2,11.5,25.3,1360
67.2,71.6,63.3,12.7,25.3,1252
68.3,71.2,65.8,18.9,27.2,1481
68.4,70.9,65.3,16.3,23.3,1385
67.2,70.9,61,10,17.5,1206
66.8,71.2,63,6.5,15.5,1104
65.6,69.8,60.4,7.4,17.5,1287
67.3,72.3,61.3,5,11.7,1237
71.8,81.3,63.3,4.8,15.5,1278
73.4,82.9,63.7,10.1,19.4,1417
68.8,79.7,64.8,12.9,25.3,1342
63.6,66.4,61.5,19.3,31.1,1159
62.7,67.1,60.3,18.1,29.1,1103
67,69.8,65.1,4.5,11.7,1246
63.1,66.2,61.2,9.5,23.3,1195
63.8,68.4,61,8.8,23.3,1228
66.4,71.4,60.4,7.4,17.5,1413
69.4,78.8,61.2,15.7,25.3,1326
72,83.5,66,19,33,1264
66.3,73.4,60.3,9.2,19.4,1139
54.1,67.1,49.3,11.8,17.5,1165
52.2,58.3,45.5,9,19.4,1250
56.5,67.5,47.8,7.9,19.4,1330
63.1,70.2,57,21,31.1,1311
66.3,72.7,61.3,13.4,21.4,1210
59.3,62.4,56.3,10.4,17.5,1169
58.9,71.1,49.1,7.9,21.4,1195
63.7,68.5,60.6,12.1,21.4,1361
64.1,67.3,60.8,10,23.3,1235
54,60.3,48.7,7.2,14,1208
51.8,60.8,44.4,4.7,12,1303
56.5,66.4,51.6,5.8,12,1224
58.8,67.5,50.5,3.3,8.9,1333
68.8,76.1,64.8,8.6,13,1134
68.6,82.9,60.3,7.5,28.9,1204
68.4,79.5,58.6,13,21,1362
56.4,59.4,54.7,15.3,22.9,1283
53.9,56.7,51.3,9.1,12,1363
55.5,63,46.8,5.6,8.9,1331
61.1,73.2,51.4,5.5,9.9,1334
59.9,63.9,54.1,4.6,15,1125
56,57.4,55.4,11.1,15.9,1254
54,57.6,45,5.5,11.1,1156
36.4,42.6,32.4,8.4,15.9,1071
39.9,51.3,33.6,10.9,16.9,1316
44.2,50.4,36.1,6.2,11.1,1261
43.3,51.8,34.3,3.7,8,1238
52,56.5,47.5,7.7,12,1167
53.1,57.2,50.4,7.5,15,1220
58.4,63.3,56.1,2.9,7,1223
44.4,60.1,40.1,4.2,9.9,1308
43.4,52.9,36,5,11.1,1401
52.8,61,48.9,6.5,9.9,1278
44.4,58.6,38.3,6,12,1105
37.7,41.4,34.7,5.6,8.9,1118
38.1,46,31.8,3.4,6,1231
41.3,50.4,33.4,2.2,7,1197
45.4,48.4,43.2,8.7,14,1119
44.7,45.9,43.5,9.6,13,1337
45.5,51.8,40.5,10.2,15.9,1213
45.2,54.5,36.3,4.6,7,1213
55.6,69.8,47.1,10,19,1268
51.7,66.6,40.5,10.1,18.1,1497
37.1,43.2,32,4,8,1474
32.5,38.7,27.7,6.4,12,1161
31.3,39.7,23.9,4,8.9,1264
40.2,47.5,34.5,6.9,15,1172
47,52.3,41.2,5.9,8,1086
50.4,55.4,47.1,7,11.1,1308
50.5,55.4,48.6,1.1,8,1238
53.4,63.3,46.9,4.8,12,1229
56.1,64.2,51.4,7.1,12,1267
47.8,51.8,44.8,9.4,19,1225
40.5,43.7,36.7,16.5,27,1166
39.9,43.5,38.3,5.1,11.1,1069
37.4,43.2,34.5,7.7,13,1097
42.4,44.6,40.1,3.6,8.9,1156
44.7,46.6,43.5,9.8,21,1201
43.2,45.5,41.5,22.3,27,1237
38.3,40.8,36,5,12,1360
39.6,42.8,37.2,3.5,9.9,1190
39.6,42.3,36.1,11.9,15.9,972
36.2,40.8,30.2,5.4,11.1,1147
38.8,47.3,33.4,6.1,13,1230
41.7,52.7,34.5,6.3,8.9,1182
43.4,49.8,36.3,2.8,6,913
47.9,59.9,39.6,6.8,13,1067
51.8,59.9,44.4,5.6,11.1,1261
56,61.5,50.2,6.4,8.9,1233
57.1,63,54.5,7.8,11.1,1185
58.3,63.7,54.5,9.9,15.9,1287
60,63.3,57.7,9.7,16.9,1105
32.6,38.5,29.7,13.2,15.9,1085
33.1,36.9,27,17.9,27,1203
24.6,32,18.9,7.3,12,968
17.6,27.9,12.9,7.2,11.1,798
17,27.1,10.8,8.2,16.9,984
19.1,27.1,11.8,7.9,14,1006
34.1,37.2,28.2,10,16.9,1068
18.5,30.6,11.3,10.3,14,990
14.5,22.3,7.3,7.4,14,1071
27.4,36.7,22.5,13.5,16.9,1032
38.3,43.7,34.3,11.5,15.9,1091
42.8,44.6,40.3,8.4,15,1106
47.4,50.5,42.6,8.3,11.1,1322
41.4,50.5,34,8.7,13,1274
44.4,51.3,39.6,7.4,12,1327
43.4,48.7,39.6,7.9,13,1401
40.3,51.4,34.7,6.9,13,1214
48.7,55.9,42.6,6.2,12,1050
38.4,43.3,34.5,4.9,9.9,1210
34.4,42.8,27.5,1.9,6,1155
33.8,39.6,28.8,3.3,6,1243
39.3,48.6,36.9,5.2,8.9,1194
50,52.9,46,7.6,15.9,1256
39.6,44.6,37,9.8,13,1115
36.3,42.4,30.2,4.3,8.9,879
36.3,38.7,34.3,5.2,14,704
34.6,38.1,32.4,9.3,18.1,994
32.7,38.1,29.7,4.3,8.9,1143
39.8,46.8,37.8,6.3,12,1118
41.2,45.5,38.3,1.4,5.1,1083
43.3,48.4,40.1,1.6,8,1187
46.4,55.9,41.9,8.7,15,953
40.7,49.6,34.5,9.7,15,1947
35.4,41.4,29.1,4.2,12,1029
38.7,47.1,34.9,9.9,14,1123
42.6,48.4,39.6,10.9,13,1037
47.9,51.4,44.1,6.2,14,1319
41.1,47.8,38.1,5.7,12,1079
36.8,39.2,32.9,5.5,9.9,1012
34.1,38.5,27.9,9.6,14,1059
32.6,36.9,27.9,8.1,13,1126
25.2,30.6,20.7,7.5,13,1182
38,43.7,30.7,13.1,15.9,1176
45.3,49.6,37.2,8.9,14,1278
33.9,36.9,32,12.7,18.1,1123
33.6,34.5,32.4,9.7,14,991
32.7,34.5,29.1,10.2,18.1,948
21.8,27.7,16.2,7,9.9,1075
17.4,22.5,13.3,5.6,11.1,1017
26.6,30.9,21.4,8.1,12,1121
26.9,31.3,21.9,8.7,13,1176
21.8,26.6,15.4,4.7,11.1,1119
27.7,29.7,26.1,6.9,12,891
30.8,32.2,29.5,3.8,8,1054
27.2,28.8,25.5,8.4,14,1011
25.9,27.7,24.8,4.8,8,1055
22.8,26.2,18,6.5,11.1,1114
27.6,43.5,20.7,9.1,15.9,1167
33.9,42.3,28.6,7.6,13,1095
17.5,27.9,8.4,9.5,13,865
17.4,25.7,11.8,7.7,13,961
17.3,25.7,10.8,8.3,13,1010
11.5,20.3,4.6,7.9,15,940
22.4,27,20.1,8.7,12,1178
13.6,23.9,9.1,7.9,13,1054
8.5,12.2,2.7,11.3,19,880
-1.3,3.4,-4.7,8.9,13,754
-1.9,6.8,-8.1,7.4,9.9,836
2.1,8.2,-1.1,3.8,7,849
8.2,13.5,2.3,5.4,8,968
5.4,14.2,-0.4,6.9,9.9,941
10.6,19.2,6.3,6.1,12,1022
9.3,16.2,2.1,6.1,8,942
13.8,26.4,6.4,6.9,9.9,849
28.1,30.6,25.7,5.6,15,899
24.6,30.4,19.9,19.9,29.9,774
19.6,20.5,16.9,15.1,22.9,827
12.8,20.5,6.1,7.1,12,945
6.7,12.9,-1.3,7.6,15.9,1004
20.9,26.6,12,7.1,11.1,909
20.8,25.5,16.7,6.2,9.9,814
26.4,42.1,15.4,9.6,16.9,963
38.1,46.4,34.3,4.6,13,1166
34.5,46.8,25.7,4.2,11.1,1165
38,41.9,34.3,9.5,15,1100
30.1,35.1,26.6,8.6,14,1300
28.5,31.6,25.9,12.8,15,990
35.1,40.5,29.8,9.9,15,860
31.5,32.7,30.4,8.3,11.1,955
31.1,33.3,29.7,5.1,8,1092
32.7,35.2,30.4,8.6,27.2,1102
36.2,44.1,34,18.6,29.1,1228
32.9,46.2,28.6,27.3,36.9,1190
26.4,30.2,22.6,20.1,35,1137
24.3,32.7,17.2,15.4,23.3,1000
29.8,32.9,26.4,17.9,33,960
19.9,24.1,14.9,18.6,27.2,969
26.4,27.3,24.4,7.8,13.6,1093
27.2,32.7,22.6,3.1,9.9,1128
40.4,56.7,31.8,6,11.1,1250
45.8,54.3,35.1,5.6,9.9,1227
41.9,53.2,33.6,3,8,1093
49.1,64.8,41.4,6.5,15,1271
59.2,73.6,49.6,7.6,14,1283
56.5,70.7,39.6,10,15.9,1163
35.1,38.7,32.5,11.7,15.9,1181
,,,,,1267
30.6,33.3,27.5,9.8,14,1106
33,44.1,26.4,3.6,8.9,1087
46.3,61.5,36.5,9.6,14,1136
37.9,58.5,31.6,10.3,15.9,1195
47.6,72,35.1,9.8,16.9,1149
59.3,69.6,44.8,10.7,18.1,1232
43.8,46.4,40.6,5.2,8,1273
51,59.5,41.9,4.2,6,1209
58.4,76.6,43.9,6.6,18.1,1211
70.7,77.4,64.9,9.8,15.9,1230
62,73.9,40.8,8.1,16.9,1214
42.3,45.7,38.7,9.2,14,1175
45.1,47.7,43.3,6.7,8.9,1245
46.8,54,42.6,6.1,12,1241
48.4,54.1,43.9,6.5,8.9,1205
57.8,60.6,52.9,14.1,16.9,1266
49.6,63.1,45.5,8.2,13,1190
58.6,69.3,45.3,6.8,12,1188
36.4,62.4,28.8,12.4,15.9,1050
31.7,38.7,27.5,9.7,12,1058
31.4,37.4,25.7,7.2,12,1097
27.6,32.9,22.6,8.3,12,1025
31,33.6,28.9,5.9,9.9,982
37.1,41.5,34,5,7,1133
38.1,46.2,31.6,6.9,15.9,1186
38.6,46,33.4,15.3,22,1073
37.6,40.6,34.5,7.6,13,1166
39.6,48.9,32.4,6.6,8.9,1323
42.4,44.2,39.9,6.8,13,1243
40.9,46.9,37.4,7.5,11.1,1228
42.9,47.7,39,8.5,14,1206
47.7,68.2,41.9,5,16.9,1294
41.2,43.3,39.4,13.8,16.9,1169
42.5,47.7,39.9,10.1,13,1196
45.4,53.4,40.3,5.2,9.9,1402
56.3,75.2,43.9,5,9.9,1279
69.3,81.7,58.8,9.4,21,1273
68.7,78.1,49.5,13.7,18.1,1293
51.2,56.3,46,4.7,11.1,1178
46.3,48.9,44.2,14.5,21,1074
48.7,57.7,44.8,7.6,13,1039
47.2,52.2,44.8,5.8,9.9,1289
54.4,72.1,44.4,4.9,11.1,1318
65.5,81.3,49.6,6.4,12,1174
59.4,81.1,48.6,8.7,13,1239
58.8,83.3,48.4,8.3,14,1414
48.1,52.2,44.6,9.5,27.2,1280
48.9,54,41.2,15.3,25.3,1277
53.1,57.9,48.6,7.3,11.1,1355
54.8,63,51.1,6.7,11.1,1239
55.9,61.9,51.1,9.2,15,1142
62.6,82.6,51.4,8.9,15,1306
70,82,64.4,5.5,8.9,1286
61.9,66.6,55.8,3.9,7,1353
61.8,69.8,54.1,2.8,7,1332
59.8,68.4,50.4,9.2,21,1322
49.5,54,46,14.9,19,1212
50.6,57.7,45.3,6.3,15.9,1111
67.6,88.3,54.9,9.8,15.9,1346
75.3,87.3,57.6,9.3,14,1334
50.6,56.3,46.4,8.8,16.9,1262
45.9,49.5,44.2,13.3,16.9,1317
59.4,61.3,57.4,8.4,8.9,1377
66.3,78.4,59.4,7,14,1277
53.8,78.6,42.6,9.9,14,1165
51.1,64.6,43.2,6.3,11.1,1261
72.4,85.5,61.9,7.3,13,1302
77.9,86.9,68,8.7,16.9,1360
79.2,86.7,70.2,10,16.9,1397
62.9,84.4,54,7.1,13,1417
56.5,70.9,50,5.4,14,1130
66.8,74.8,63.9,6.3,8.9,1231
63.3,73.9,57.9,3.8,8,1298
71.9,86.4,62.1,5.3,12,1396
79.8,86.5,71.4,7,15,1358
75.4,85.6,69.1,7.1,13,1228
68.9,73.8,64.4,4.6,11.1,1582
73.1,81.7,67.5,5.7,13,1327
71.3,79,65.7,4.8,8.9,1231
64.2,68,61,4.8,12,1185
56.6,61.2,53.1,9.6,23.3,1185
58.4,71.2,49.5,6,12,1248
78.2,90.7,71.2,14.1,22.9,1256
76.7,88.3,65.8,11.3,19,1322
64.9,70.7,57.6,4.5,12,1270
69.5,79.3,61.9,4.9,8,1232
70,76.3,64.8,5.7,8.9,1301
68,71.1,65.8,6.3,12,1287
67.9,73.8,63.9,7,11.1,1291
68.9,73.9,64.6,5.4,9.9,1320
70.3,80.2,65.7,4.2,8,1459
77.1,89.2,70,3.2,8,1331
74.8,79.3,69.3,4.9,8.9,1298
78.9,86,73.6,8.1,19,1326
75,80.4,68.9,7.5,13,1279
71.7,78.1,63.5,5,9.9,1371
73,81.3,68,6.3,9.9,1365
67.1,69.1,65.1,6.7,11.1,1387
64.9,67.3,61.3,5.6,11.1,1216
65.5,69.1,63.9,6.1,8,1295
69.5,75.2,65.8,4.9,7,1273
77.4,85.3,72.3,5.2,12,1200
78,87.6,70.2,8.2,15.9,1300
69.9,76.6,63.9,9,15,1273
63.9,67.3,61.9,9.2,13,1335
66,70,62.4,6.2,11.1,1248
66.8,68.9,64.8,8,13,1507
65.6,69.3,61.7,8.1,12,1298
70.8,81,63.3,5,9.9,1228
72.8,79.3,65.8,6.9,11.1,1301
73.3,75.4,71.4,4.7,9.9,1364
72.2,77,68.9,3.7,7,1353
76.7,85.8,68.4,5.8,12,1323
82.8,91.8,74.1,9.8,14,1270
81.7,90.9,71.6,7.7,12,1276
77,85.3,72,7.9,15,1298
69.3,74.3,64.4,6.8,13,1274
71.4,79.5,62.4,6.6,12,1395
68.4,77.4,62.2,5.6,9.9,1368
71.8,83.7,64,8.2,15,1265
69.4,82.4,65.7,6.4,9.9,1317
74.3,81.3,67.6,5.4,8.9,1220
74.1,81.5,68.9,5.1,8.9,1325
77.1,84,69.4,6.2,8.9,1346
